District,1. Number of workers in plants I-VII,2. Plants: total,3. Plants: I-III,4. Plants: IV-V,5. Plants: VI-VII,6. Plants: VIII,7. Mining: I-V,8. Mining: VI-VII,9. Mining: VIII,10. Mineral: I-V,11. Mineral: VI-VII,12. Mineral: VIII,13. Mineral: brickyards (within others),14. Mineral: concrete plants (within others),15. Metal and electrotechnical: I-V,16. Metal and electrotechnical: VI-VII,17. Metal and electrotechnical: VIII,18. Metal and electrotechnical: metal production (within others),19. Metal and electrotechnical: blacksmithing (within others),"20. Metal and electrotechnical: locksmithing, repairs (within others)",21. Metal and electrotechnical: tinsmithing (within others),22. Metal and electrotechnical: watchmaking and jewelry (within others),23. Chemical: I-V,24. Chemical: VI-VII,25. Chemical: VIII,26. Chemical: oil mills (within others),27. Textile: I-V,28. Textile: VI-VII,29. Textile: VIII,30. Paper: I-V,31. Paper: VI-VII,32. Paper: VIII,33. Leather: I-V,34. Leather: VI-VII,35. Leather: VIII,36. Leather: tanning and white leather (within others),37. Leather: saddlery and harness making (within others),38. Wood: I-V,39. Wood: VI-VII,40. Wood: VIII,41. Wood: sawmills (within others),42. Wood: carpentry (within others),43. Wood: wheelwrighting (within others),44. Food: I-V,45. Food: VI-VII,46. Food: VIII,47. Food: mills (within others),48. Food: bakeries (within others),49. Food: dairies (within others),50. Food: butchery and meat processing (within others),51. Clothing: I-V,52. Clothing: VI-VII,53. Clothing: VIII,54. Clothing: tailoring and clothing accessories (within others),55. Clothing: shoemaking and boot making (within others),56. Clothing: furriery (within others),57. Printing: I-V,58. Printing: VI-VII,59. Printing: VIII,60. Printing: printing houses (within others),61. Construction: I-V,62. Construction: VI-VII,63. Construction: VIII,64. Processing of various materials: VII,65. Processing of various materials: VIII,66. Power plants: I-V,67. Power plants: VI-VII,68. Power plants: VIII,69. Services: V-VII,70. Services: VIII,71. Services: hairdressing (within others),72. Services: transport (within others),73. Horticulture and fisheries: V-VII,74. Horticulture and fisheries: VIII,75. Other plants: VIII
AUGUSTOWSKI,421.0,398.0,1.0,6.0,18.0,373.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,58.0,0.0,34.0,14.0,2.0,6.0,0.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,2.0,3.0,22.0,1.0,11.0,4.0,5.0,9.0,90.0,10.0,39.0,25.0,7.0,0.0,0.0,119.0,67.0,38.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,1.0,1.0,39.0,18.0,18.0,4.0,5.0,2.0
BIAŁOSTOCKI,1818.0,775.0,1.0,17.0,76.0,681.0,0.0,0.0,0.0,1.0,6.0,11.0,7.0,2.0,0.0,0.0,44.0,0.0,29.0,11.0,2.0,2.0,0.0,8.0,15.0,9.0,10.0,12.0,216.0,0.0,0.0,0.0,2.0,7.0,19.0,12.0,4.0,5.0,5.0,23.0,1.0,12.0,0.0,0.0,35.0,220.0,32.0,74.0,40.0,59.0,0.0,0.0,77.0,41.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,35.0,33.0,0.0,1.0,1.0,11.0
BIELSKI (BIELSK PODLASKI),2846.0,1381.0,3.0,19.0,103.0,1256.0,0.0,0.0,0.0,9.0,6.0,64.0,29.0,20.0,0.0,0.0,137.0,4.0,84.0,19.0,9.0,17.0,2.0,9.0,30.0,17.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,23.0,9.0,16.0,87.0,5.0,36.0,21.0,2.0,61.0,331.0,65.0,103.0,67.0,77.0,0.0,0.0,418.0,202.0,160.0,24.0,0.0,0.0,20.0,3.0,0.0,0.0,27.0,1.0,19.0,0.0,4.0,7.0,0.0,63.0,49.0,7.0,0.0,2.0,0.0
GRODZIEŃSKI,2806.0,1288.0,0.0,23.0,107.0,1158.0,0.0,0.0,1.0,3.0,4.0,20.0,12.0,4.0,0.0,0.0,147.0,2.0,73.0,34.0,7.0,21.0,0.0,1.0,23.0,1.0,0.0,0.0,11.0,0.0,1.0,4.0,3.0,29.0,66.0,21.0,15.0,8.0,12.0,60.0,0.0,33.0,5.0,4.0,55.0,235.0,26.0,114.0,16.0,37.0,0.0,2.0,366.0,169.0,125.0,14.0,0.0,3.0,33.0,10.0,0.0,1.0,10.0,2.0,12.0,0.0,0.0,5.0,0.0,150.0,86.0,34.0,2.0,11.0,4.0
ŁOMŻYŃSKI,504.0,1332.0,0.0,11.0,68.0,1253.0,0.0,0.0,0.0,1.0,3.0,17.0,8.0,6.0,0.0,0.0,166.0,1.0,104.0,24.0,12.0,23.0,0.0,0.0,16.0,10.0,1.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0,21.0,2.0,16.0,2.0,4.0,79.0,2.0,44.0,22.0,6.0,54.0,271.0,56.0,101.0,46.0,44.0,0.0,0.0,522.0,277.0,192.0,12.0,0.0,0.0,21.0,7.0,0.0,4.0,20.0,1.0,13.0,0.0,0.0,2.0,1.0,92.0,49.0,29.0,0.0,0.0,0.0
OSTROŁĘCKI,297.0,591.0,0.0,5.0,38.0,548.0,0.0,0.0,0.0,2.0,0.0,11.0,7.0,2.0,0.0,1.0,45.0,2.0,14.0,10.0,5.0,11.0,0.0,1.0,11.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,2.0,7.0,29.0,2.0,11.0,11.0,1.0,26.0,191.0,27.0,67.0,22.0,63.0,0.0,0.0,165.0,80.0,67.0,1.0,0.0,0.0,6.0,3.0,0.0,2.0,13.0,0.0,3.0,0.0,0.0,3.0,0.0,55.0,25.0,29.0,1.0,0.0,0.0
OSTROWSKI (OSTRÓW MAZOWIECKA),644.0,618.0,1.0,8.0,59.0,550.0,0.0,0.0,2.0,0.0,2.0,11.0,6.0,3.0,1.0,0.0,65.0,2.0,34.0,14.0,6.0,8.0,0.0,1.0,22.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,11.0,4.0,4.0,37.0,4.0,20.0,2.0,4.0,51.0,165.0,32.0,67.0,35.0,18.0,0.0,0.0,160.0,76.0,61.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,20.0,5.0,1.0,1.0,0.0
SOKÓLSKI,108.0,532.0,0.0,0.0,32.0,500.0,0.0,0.0,0.0,0.0,3.0,11.0,6.0,0.0,0.0,0.0,67.0,0.0,56.0,6.0,1.0,4.0,0.0,1.0,9.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,33.0,7.0,13.0,0.0,1.0,24.0,2.0,12.0,0.0,0.0,21.0,100.0,30.0,42.0,7.0,10.0,0.0,0.0,189.0,114.0,55.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,2.0,0.0,33.0,16.0,16.0,0.0,0.0,2.0
SUWALSKI,395.0,599.0,0.0,6.0,34.0,559.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,2.0,0.0,1.0,93.0,0.0,50.0,16.0,7.0,17.0,0.0,0.0,9.0,5.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,2.0,11.0,5.0,2.0,1.0,0.0,16.0,1.0,7.0,5.0,4.0,24.0,141.0,9.0,42.0,58.0,14.0,0.0,1.0,143.0,75.0,39.0,4.0,0.0,0.0,14.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,80.0,29.0,48.0,2.0,6.0,2.0
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),194.0,395.0,0.0,3.0,26.0,366.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,5.0,0.0,0.0,55.0,0.0,32.0,10.0,2.0,7.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,3.0,19.0,2.0,12.0,1.0,2.0,22.0,109.0,3.0,54.0,26.0,14.0,0.0,0.0,103.0,58.0,29.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,2.0,0.0,28.0,17.0,6.0,1.0,1.0,0.0
WOŁKOWYSKI,619.0,822.0,0.0,14.0,88.0,720.0,0.0,0.0,0.0,2.0,8.0,28.0,15.0,10.0,0.0,2.0,88.0,4.0,38.0,16.0,8.0,13.0,0.0,2.0,19.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,6.0,39.0,11.0,15.0,7.0,11.0,38.0,1.0,26.0,3.0,5.0,57.0,154.0,31.0,51.0,14.0,41.0,0.0,0.0,278.0,117.0,122.0,7.0,0.0,0.0,10.0,2.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,2.0,0.0,42.0,29.0,3.0,0.0,1.0,1.0
WYSOKOMAZOWIECKI,136.0,804.0,0.0,6.0,33.0,765.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,0.0,0.0,97.0,0.0,69.0,15.0,7.0,6.0,0.0,0.0,8.0,5.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,10.0,0.0,3.0,47.0,1.0,27.0,10.0,4.0,26.0,198.0,34.0,62.0,74.0,19.0,1.0,0.0,255.0,118.0,106.0,12.0,0.0,0.0,9.0,1.0,0.0,1.0,53.0,0.0,5.0,0.0,0.0,3.0,0.0,55.0,21.0,32.0,0.0,2.0,0.0
BIAŁYSTOK (MIASTO),5266.0,1815.0,7.0,62.0,138.0,1608.0,0.0,0.0,0.0,3.0,4.0,25.0,0.0,11.0,2.0,10.0,173.0,11.0,19.0,59.0,25.0,36.0,1.0,6.0,42.0,7.0,48.0,42.0,402.0,2.0,2.0,7.0,2.0,15.0,44.0,5.0,14.0,4.0,6.0,78.0,1.0,53.0,1.0,4.0,35.0,202.0,2.0,103.0,2.0,52.0,0.0,10.0,374.0,189.0,78.0,21.0,0.0,5.0,36.0,10.0,1.0,1.0,25.0,1.0,37.0,1.0,0.0,1.0,2.0,147.0,113.0,3.0,0.0,3.0,12.0
BĘDZIŃSKI,23961.0,1642.0,32.0,51.0,119.0,1440.0,17.0,0.0,2.0,19.0,7.0,19.0,7.0,2.0,17.0,18.0,136.0,24.0,22.0,33.0,21.0,29.0,6.0,7.0,34.0,3.0,2.0,2.0,32.0,0.0,5.0,17.0,0.0,4.0,25.0,2.0,11.0,2.0,3.0,112.0,5.0,77.0,1.0,6.0,26.0,327.0,12.0,122.0,0.0,122.0,1.0,12.0,412.0,219.0,102.0,16.0,0.0,4.0,34.0,20.0,6.0,18.0,78.0,1.0,29.0,8.0,0.0,0.0,10.0,168.0,120.0,29.0,1.0,1.0,14.0
CZĘSTOCHOWSKI,5998.0,429.0,3.0,26.0,69.0,331.0,6.0,5.0,0.0,8.0,7.0,8.0,6.0,2.0,3.0,1.0,11.0,0.0,6.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,9.0,34.0,19.0,8.0,0.0,3.0,37.0,199.0,21.0,80.0,22.0,62.0,0.0,0.0,28.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,23.0,15.0,3.0,0.0,2.0,1.0
IŁŻECKI,4318.0,803.0,6.0,6.0,78.0,713.0,3.0,6.0,5.0,2.0,2.0,47.0,10.0,15.0,4.0,1.0,47.0,1.0,24.0,6.0,5.0,9.0,1.0,0.0,16.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,4.0,8.0,50.0,3.0,38.0,0.0,0.0,46.0,239.0,86.0,65.0,14.0,64.0,0.0,0.0,219.0,98.0,110.0,1.0,0.0,1.0,6.0,0.0,0.0,8.0,10.0,0.0,3.0,1.0,0.0,4.0,2.0,51.0,37.0,11.0,1.0,0.0,1.0
JĘDRZEJOWSKI,428.0,594.0,0.0,8.0,61.0,525.0,0.0,1.0,0.0,2.0,1.0,11.0,5.0,5.0,1.0,2.0,63.0,0.0,40.0,10.0,8.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,6.0,60.0,3.0,37.0,12.0,4.0,49.0,150.0,30.0,45.0,16.0,53.0,0.0,0.0,175.0,80.0,73.0,1.0,0.0,0.0,6.0,3.0,0.0,2.0,19.0,0.0,2.0,0.0,0.0,4.0,0.0,20.0,14.0,1.0,0.0,0.0,0.0
KIELECKI,5898.0,890.0,4.0,38.0,110.0,738.0,6.0,8.0,5.0,14.0,4.0,11.0,1.0,4.0,3.0,1.0,40.0,4.0,8.0,16.0,4.0,6.0,4.0,2.0,16.0,1.0,0.0,1.0,9.0,1.0,1.0,7.0,1.0,5.0,20.0,12.0,6.0,6.0,28.0,32.0,3.0,17.0,0.0,4.0,23.0,283.0,26.0,102.0,43.0,83.0,0.0,26.0,191.0,70.0,82.0,5.0,0.0,3.0,18.0,7.0,2.0,4.0,15.0,0.0,11.0,1.0,0.0,0.0,4.0,78.0,62.0,5.0,0.0,0.0,2.0
KONECKI,6773.0,958.0,6.0,29.0,83.0,840.0,0.0,8.0,4.0,2.0,4.0,21.0,5.0,6.0,12.0,9.0,59.0,12.0,15.0,12.0,4.0,12.0,2.0,3.0,13.0,5.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,10.0,15.0,6.0,8.0,12.0,18.0,51.0,3.0,36.0,1.0,3.0,25.0,277.0,35.0,106.0,7.0,110.0,2.0,3.0,278.0,129.0,110.0,1.0,0.0,0.0,15.0,5.0,0.0,3.0,8.0,0.0,13.0,2.0,0.0,2.0,0.0,56.0,52.0,1.0,0.0,1.0,0.0
KOZIENICKI,2329.0,642.0,1.0,5.0,53.0,583.0,0.0,0.0,0.0,1.0,3.0,10.0,3.0,7.0,0.0,0.0,43.0,1.0,17.0,16.0,2.0,7.0,1.0,1.0,12.0,10.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,5.0,3.0,6.0,31.0,1.0,15.0,1.0,0.0,40.0,224.0,63.0,78.0,9.0,56.0,0.0,1.0,185.0,63.0,114.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,43.0,31.0,7.0,0.0,0.0,1.0
MIECHOWSKI,375.0,623.0,0.0,15.0,50.0,558.0,0.0,0.0,1.0,0.0,1.0,12.0,8.0,3.0,1.0,1.0,32.0,0.0,9.0,8.0,7.0,8.0,0.0,0.0,7.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,2.0,5.0,28.0,5.0,16.0,2.0,12.0,41.0,297.0,46.0,45.0,155.0,31.0,0.0,1.0,114.0,50.0,61.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,3.0,0.0,24.0,17.0,6.0,0.0,0.0,2.0
OLKUSKI,3831.0,644.0,5.0,9.0,55.0,575.0,0.0,1.0,1.0,4.0,4.0,23.0,4.0,10.0,4.0,2.0,34.0,1.0,13.0,11.0,3.0,6.0,1.0,1.0,8.0,0.0,0.0,1.0,12.0,1.0,0.0,1.0,0.0,3.0,12.0,9.0,3.0,0.0,10.0,44.0,19.0,11.0,0.0,4.0,26.0,253.0,72.0,70.0,11.0,79.0,0.0,3.0,132.0,59.0,66.0,0.0,0.0,0.0,7.0,6.0,0.0,2.0,11.0,0.0,3.0,0.0,1.0,4.0,1.0,30.0,24.0,1.0,0.0,0.0,0.0
OPATOWSKI,5048.0,865.0,3.0,20.0,74.0,768.0,1.0,2.0,1.0,4.0,3.0,19.0,3.0,8.0,1.0,3.0,53.0,2.0,12.0,18.0,6.0,15.0,1.0,1.0,15.0,8.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,1.0,26.0,3.0,8.0,5.0,8.0,30.0,1.0,22.0,0.0,9.0,54.0,279.0,27.0,66.0,73.0,89.0,0.0,2.0,248.0,140.0,70.0,8.0,0.0,0.0,14.0,6.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,56.0,42.0,12.0,0.0,0.0,1.0
OPOCZYŃSKI,1909.0,530.0,1.0,13.0,101.0,415.0,1.0,11.0,14.0,5.0,5.0,6.0,3.0,3.0,1.0,8.0,34.0,2.0,19.0,4.0,3.0,6.0,0.0,0.0,9.0,9.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,18.0,3.0,5.0,2.0,10.0,27.0,6.0,9.0,1.0,4.0,65.0,184.0,48.0,54.0,11.0,66.0,0.0,0.0,75.0,34.0,34.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,19.0,3.0,0.0,0.0,2.0
PIŃCZOWSKI,612.0,455.0,2.0,2.0,46.0,405.0,0.0,0.0,5.0,1.0,3.0,14.0,2.0,6.0,0.0,0.0,19.0,1.0,4.0,3.0,3.0,8.0,0.0,2.0,7.0,2.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,3.0,1.0,3.0,24.0,1.0,15.0,3.0,2.0,36.0,162.0,18.0,49.0,47.0,37.0,0.0,0.0,113.0,60.0,46.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0,18.0,3.0,0.0,0.0,1.0
RADOMSKI,295.0,469.0,1.0,5.0,75.0,388.0,1.0,3.0,3.0,0.0,6.0,10.0,4.0,6.0,0.0,0.0,35.0,0.0,31.0,1.0,2.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,7.0,2.0,9.0,32.0,3.0,17.0,2.0,2.0,51.0,188.0,94.0,42.0,13.0,35.0,0.0,4.0,71.0,20.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,16.0,2.0,0.0,0.0,3.0
SANDOMIERSKI,376.0,462.0,1.0,6.0,53.0,402.0,0.0,1.0,1.0,1.0,2.0,14.0,5.0,1.0,0.0,1.0,28.0,1.0,16.0,4.0,3.0,4.0,0.0,0.0,8.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,1.0,1.0,20.0,1.0,11.0,1.0,5.0,44.0,146.0,36.0,62.0,16.0,20.0,0.0,0.0,138.0,30.0,98.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,18.0,18.0,0.0,2.0,0.0,0.0
STOPNICKI,533.0,785.0,0.0,3.0,54.0,728.0,0.0,1.0,0.0,1.0,2.0,16.0,5.0,9.0,0.0,0.0,49.0,0.0,29.0,7.0,4.0,9.0,0.0,1.0,11.0,8.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,24.0,13.0,1.0,0.0,13.0,61.0,2.0,38.0,7.0,2.0,34.0,254.0,61.0,83.0,60.0,37.0,0.0,0.0,230.0,116.0,89.0,1.0,0.0,0.0,17.0,6.0,0.0,1.0,15.0,0.0,5.0,0.0,0.0,1.0,0.0,34.0,29.0,5.0,0.0,1.0,1.0
WŁOSZCZOWSKI,334.0,601.0,0.0,5.0,74.0,522.0,0.0,1.0,0.0,0.0,0.0,21.0,11.0,4.0,0.0,1.0,37.0,0.0,19.0,9.0,3.0,6.0,0.0,1.0,7.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,1.0,2.0,13.0,22.0,1.0,13.0,3.0,3.0,53.0,195.0,37.0,41.0,4.0,106.0,0.0,0.0,183.0,87.0,83.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,2.0,1.0,1.0,14.0,11.0,2.0,0.0,0.0,0.0
ZAWIERCIAŃSKI,7738.0,603.0,8.0,17.0,60.0,518.0,1.0,10.0,4.0,5.0,9.0,22.0,11.0,3.0,9.0,2.0,34.0,11.0,3.0,5.0,5.0,9.0,2.0,1.0,11.0,2.0,2.0,0.0,8.0,3.0,2.0,0.0,0.0,1.0,13.0,9.0,3.0,1.0,10.0,25.0,8.0,11.0,0.0,1.0,19.0,195.0,18.0,70.0,0.0,95.0,0.0,2.0,142.0,58.0,60.0,3.0,0.0,2.0,10.0,4.0,1.0,1.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,36.0,22.0,6.0,0.0,0.0,1.0
CZĘSTOCHOWA (MIASTO),16232.0,1604.0,10.0,77.0,171.0,1346.0,0.0,0.0,0.0,11.0,10.0,19.0,0.0,3.0,30.0,52.0,154.0,28.0,16.0,55.0,19.0,25.0,4.0,10.0,39.0,2.0,12.0,7.0,35.0,3.0,5.0,27.0,1.0,3.0,29.0,2.0,5.0,7.0,15.0,105.0,0.0,56.0,4.0,7.0,14.0,191.0,6.0,84.0,2.0,66.0,4.0,30.0,187.0,196.0,99.0,12.0,2.0,5.0,53.0,16.0,4.0,13.0,88.0,2.0,69.0,2.0,0.0,0.0,2.0,136.0,94.0,24.0,3.0,11.0,3.0
SOSNOWIEC,11837.0,1030.0,11.0,27.0,101.0,891.0,3.0,0.0,5.0,0.0,7.0,3.0,0.0,0.0,12.0,15.0,73.0,15.0,0.0,20.0,10.0,17.0,4.0,3.0,35.0,0.0,8.0,9.0,43.0,1.0,3.0,20.0,0.0,1.0,12.0,0.0,6.0,0.0,6.0,70.0,1.0,57.0,0.0,4.0,11.0,115.0,3.0,53.0,0.0,20.0,2.0,17.0,325.0,146.0,65.0,26.0,1.0,9.0,35.0,12.0,1.0,14.0,32.0,0.0,26.0,0.0,0.0,0.0,6.0,89.0,55.0,14.0,2.0,0.0,8.0
RADOM (MIASTO),6221.0,668.0,2.0,42.0,77.0,547.0,0.0,0.0,0.0,5.0,3.0,14.0,1.0,3.0,12.0,5.0,47.0,8.0,7.0,15.0,4.0,10.0,1.0,4.0,12.0,4.0,1.0,0.0,8.0,1.0,1.0,6.0,10.0,19.0,10.0,2.0,8.0,3.0,6.0,17.0,0.0,13.0,0.0,6.0,10.0,100.0,4.0,5.0,1.0,26.0,0.0,21.0,195.0,95.0,58.0,8.0,2.0,1.0,17.0,6.0,2.0,4.0,5.0,0.0,13.0,1.0,0.0,0.0,3.0,97.0,72.0,8.0,0.0,2.0,4.0
BIALSKI (BIAŁA KRAKOWSKA),7844.0,1224.0,7.0,71.0,119.0,1027.0,3.0,4.0,3.0,7.0,13.0,34.0,11.0,16.0,13.0,7.0,123.0,6.0,61.0,24.0,8.0,11.0,4.0,6.0,11.0,0.0,21.0,18.0,47.0,1.0,2.0,7.0,4.0,1.0,13.0,3.0,6.0,6.0,13.0,146.0,15.0,96.0,22.0,9.0,30.0,201.0,19.0,82.0,13.0,51.0,4.0,8.0,226.0,106.0,94.0,8.0,0.0,3.0,20.0,8.0,3.0,9.0,49.0,0.0,41.0,1.0,1.0,1.0,6.0,91.0,48.0,29.0,0.0,5.0,9.0
BOCHEŃSKI,486.0,586.0,0.0,5.0,29.0,552.0,0.0,0.0,2.0,2.0,2.0,29.0,5.0,23.0,0.0,1.0,66.0,2.0,41.0,9.0,6.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,52.0,7.0,39.0,2.0,2.0,18.0,191.0,18.0,20.0,80.0,56.0,0.0,1.0,110.0,60.0,41.0,2.0,1.0,0.0,9.0,1.0,0.0,2.0,26.0,0.0,10.0,0.0,0.0,0.0,0.0,38.0,13.0,22.0,0.0,4.0,3.0
BRZESKI (BRZESKO),553.0,337.0,2.0,2.0,26.0,307.0,0.0,0.0,4.0,1.0,3.0,31.0,5.0,24.0,0.0,0.0,28.0,1.0,18.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,24.0,1.0,18.0,2.0,3.0,12.0,140.0,4.0,23.0,75.0,32.0,0.0,0.0,49.0,20.0,25.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,15.0,6.0,7.0,0.0,0.0,2.0
CHRZANOWSKI,11758.0,759.0,16.0,37.0,48.0,658.0,12.0,8.0,10.0,13.0,10.0,35.0,11.0,17.0,4.0,3.0,42.0,1.0,18.0,6.0,11.0,6.0,7.0,3.0,13.0,0.0,6.0,7.0,12.0,1.0,0.0,5.0,1.0,0.0,4.0,0.0,3.0,2.0,4.0,37.0,6.0,26.0,1.0,3.0,9.0,250.0,27.0,85.0,6.0,107.0,1.0,2.0,127.0,74.0,31.0,4.0,0.0,0.0,14.0,6.0,0.0,2.0,35.0,0.0,15.0,3.0,0.0,1.0,0.0,56.0,39.0,7.0,0.0,0.0,2.0
DĄBROWSKI,45.0,165.0,0.0,1.0,8.0,156.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,0.0,15.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,12.0,2.0,9.0,1.0,0.0,6.0,64.0,3.0,17.0,21.0,20.0,0.0,0.0,38.0,11.0,26.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0
GORLICKI,2075.0,409.0,3.0,6.0,59.0,341.0,0.0,31.0,16.0,2.0,4.0,18.0,0.0,13.0,1.0,4.0,35.0,0.0,8.0,11.0,7.0,9.0,3.0,4.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,8.0,4.0,2.0,2.0,9.0,34.0,10.0,17.0,3.0,1.0,4.0,105.0,9.0,30.0,20.0,37.0,0.0,0.0,54.0,16.0,32.0,1.0,0.0,0.0,8.0,4.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,0.0,0.0,18.0,13.0,3.0,0.0,1.0,3.0
JASIELSKI,554.0,360.0,1.0,9.0,33.0,317.0,0.0,8.0,0.0,3.0,3.0,17.0,2.0,2.0,0.0,0.0,37.0,0.0,15.0,9.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,5.0,27.0,8.0,17.0,0.0,1.0,14.0,62.0,10.0,17.0,7.0,15.0,0.0,1.0,115.0,29.0,78.0,2.0,0.0,0.0,6.0,2.0,1.0,1.0,13.0,0.0,8.0,1.0,0.0,0.0,0.0,20.0,12.0,5.0,0.0,1.0,1.0
KRAKOWSKI,2696.0,510.0,6.0,31.0,41.0,432.0,1.0,0.0,5.0,11.0,4.0,26.0,3.0,18.0,6.0,2.0,48.0,2.0,29.0,9.0,6.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,4.0,1.0,2.0,42.0,2.0,36.0,1.0,12.0,19.0,132.0,22.0,39.0,14.0,48.0,0.0,1.0,36.0,19.0,9.0,3.0,0.0,0.0,5.0,1.0,1.0,5.0,22.0,0.0,6.0,0.0,0.0,1.0,0.0,92.0,27.0,59.0,2.0,2.0,8.0
